timestamp,open,high,low,close,volume,MACD,Signal
2024-02-10 02:00:00,0.021128,0.021349,0.021066,0.021323,15386950.0,0.0,0.0
2024-02-10 03:00:00,0.021329,0.021426,0.021122,0.021236,16518535.0,-6.940170940168688e-06,-1.3880341880337378e-06
2024-02-10 04:00:00,0.021228,0.021348,0.020983,0.020997,13779787.0,-3.136406360337851e-05,-7.383240071102693e-06
2024-02-10 05:00:00,0.020995,0.02115,0.020882,0.02096,10782101.0,-5.309373376853263e-05,-1.652533881058868e-05
2024-02-10 06:00:00,0.020955,0.021272,0.020906,0.021011,16696448.0,-6.54449712623878e-05,-2.6309265300948506e-05
2024-02-10 07:00:00,0.021012,0.021448,0.020992,0.021256,19640083.0,-5.4831895552304166e-05,-3.201379135121964e-05
2024-02-10 08:00:00,0.021269,0.021649,0.021174,0.021248,27189219.0,-4.653011947685845e-05,-3.4917056976347405e-05
2024-02-10 09:00:00,0.021256,0.021839,0.021256,0.021638,33830889.0,-8.384510078979224e-06,-2.9610547596873773e-05
2024-02-10 10:00:00,0.021651,0.0224,0.02152,0.021843,102669223.0,3.795047745587185e-05,-1.6098342586324652e-05
2024-02-10 11:00:00,0.02184,0.022161,0.02168,0.022132,48872203.0,9.687446509763775e-05,6.49621895046783e-06
2024-02-10 12:00:00,0.022139,0.02227,0.021561,0.021739,34854880.0,0.00011058557262212665,2.7314089684799595e-05
2024-02-10 13:00:00,0.021709,0.021722,0.02135,0.021486,18771242.0,9.988532270402764e-05,4.1828336288645205e-05
2024-02-10 14:00:00,0.021502,0.021587,0.021272,0.021468,19079759.0,8.892774430432557e-05,5.124821789178127e-05
2024-02-10 15:00:00,0.021477,0.024662,0.02132,0.024146,328649708.0,0.00029295895502473926,9.959036531837287e-05
2024-02-10 16:00:00,0.024153,0.024349,0.023059,0.023279,189467293.0,0.00038031151094500976,0.00015573459444370025
2024-02-10 17:00:00,0.023287,0.023499,0.022688,0.022794,66372213.0,0.00040572663013103277,0.00020573300158116677
2024-02-10 18:00:00,0.022799,0.023379,0.02267,0.022944,59262174.0,0.0004329809072126066,0.00025118258270745474
2024-02-10 19:00:00,0.022944,0.023325,0.02286,0.023072,40812023.0,0.0004596105441601363,0.00029286817499799104
2024-02-10 20:00:00,0.023077,0.023895,0.022991,0.023727,63379015.0,0.0005274872050830132,0.00033979198101499546
2024-02-10 21:00:00,0.023735,0.02479,0.023735,0.024743,170895316.0,0.0006557041080273371,0.00040297440641746376
2024-02-10 22:00:00,0.02475,0.0249,0.023772,0.02448,115153114.0,0.0007277064780489353,0.00046792082074375815
2024-02-10 23:00:00,0.024477,0.02456,0.02385,0.024136,44796059.0,0.000748384044555326,0.0005240134655060717
2024-02-11 00:00:00,0.024136,0.0253,0.024006,0.025192,123526753.0,0.0008402951403132623,0.0005872698004675098
2024-02-11 01:00:00,0.025204,0.026353,0.02501,0.026068,140890366.0,0.0009726095869576519,0.0006643377577655383
2024-02-11 02:00:00,0.026064,0.026288,0.025347,0.025485,83111487.0,0.001018683759263568,0.0007352069580651443
2024-02-11 03:00:00,0.025475,0.026277,0.025428,0.026248,61653701.0,0.0011040389226455415,0.0008089733509812238
2024-02-11 04:00:00,0.026249,0.026688,0.026051,0.026363,93794000.0,0.0011675047751796182,0.0008806796358209028
2024-02-11 05:00:00,0.02636,0.026599,0.02577,0.026062,85488641.0,0.001179912439983468,0.0009405261966534159
2024-02-11 06:00:00,0.026068,0.02675,0.025991,0.026513,77011305.0,0.001212164457251634,0.0009948538487730596
2024-02-11 07:00:00,0.026512,0.02707,0.026488,0.026977,84029433.0,0.00126063353679505,0.0010480097863774579
2024-02-11 08:00:00,0.026973,0.027382,0.026477,0.02672,154655233.0,0.0012637402682117403,0.0010911558827443144
2024-02-11 09:00:00,0.026715,0.02736,0.026227,0.0264,123750690.0,0.0012262456530172765,0.001118173836798907
2024-02-11 10:00:00,0.026398,0.0265,0.025,0.025699,177831838.0,0.0011269749926453472,0.001119934067968195
2024-02-11 11:00:00,0.025689,0.025949,0.025272,0.025929,89732288.0,0.001054703392722664,0.0011068879329190887
